시도,시군구,센터명,장소/위치,이용정원,연락처,위도,경도
경기도,포천시,한사랑교육공동체[체험존],경기도 포천시 소흘읍 호국로 404 한사랑교육공동체 1층,10명,1600-6813,37.8092446668496,127.133498479757
경상북도,고령군,고령군 다산행정복합타운[체험존],경상북도 고령군 다산면 다산로 681 3층  디지털배움터 교실 앞,6명,054-841-2182,35.8226936301654,128.452112158638
경상북도,영주시,영주시노인복지관[체험존],경상북도 영주시 원당로52번길 19 (휴천동)1층 휴게공간,6명,054-841-2182,36.8185450840972,128.621855182751
충청남도,계룡시,엄사도서관[체험존],충청남도 계룡시 엄사면 번영7길 17 엄사도서관 3층 시청각실,20명,041-415-1097(8),36.2870084464795,127.237920729471
서울특별시,성동구,성동구립금호도서관 [체험존],서울특별시 성동구 난계로 20 (금호동1가)4층 교육실,10명,1544-9782,37.5541287328773,127.0248936259
경기도,고양시,이민자통합센터,경기도 고양시 덕양구 고양대로 1361 (성사동)4층,30명,1600-6813,37.6550574847522,126.835699550687
서울특별시,구로구,스마트 구로 홍보관 [체험존],서울특별시 구로구 새말로 지하117-21 (신도림동)디큐브시티 지하 1층(신도림역 1번출구 방향),10명,1544-9782,37.5087701449787,126.891080501385
서울특별시,성북구,석관실버복지센터 [체험존],서울특별시 성북구 화랑로32길 88 (석관동)1층 로비,10명,1544-9782,37.606710875307,127.058248149071
부산광역시,서구,서구청[체험존],부산광역시 서구 구덕로 120 (토성동4가)서구청 전산교육장 안,10명,051-987-0201 ,35.0975415693233,129.023426158671
경기도,안산시,(사)다문화가족행복나눔센터,경기도 안산시 단원구 신천로2길 9-9 (원곡동)1층,8명,1600-6813,37.337120748923,126.794941405191
강원도,정선군,사북읍 사북공공도서관,강원도 정선군 사북읍 파랑새길 33 사북공공도서관 2층 프로그램실,15명,033-910-0833,37.2242109050481,128.82468180108
대전광역시,대덕구,대덕구노인종합복지관,대전광역시 대덕구 계족로740번길 80 (읍내동)3층,10명,042-716-0198,36.3782574602138,127.43143714386
대전광역시,서구,대전발달장애인훈련센터,대전광역시 서구 둔산북로 56 (둔산동)8층,10명,042-716-0198,36.3554379510507,127.380785115552
대구광역시,달성군,달성군청소년센터,대구광역시 달성군 논공읍 논공로 252 달성군청소년센터,12명,053-214-1801,35.7238940459502,128.455082936992
울산광역시,북구,울산장애인재활지원센터,울산광역시 북구 효자로 107 (효문동)3층,5명,1899-9119,35.570501280998,129.366906436127
부산광역시,수영구,수영구 수영강변 1차 경로당,"부산광역시 수영구 좌수영로 176 (망미동, 센텀수영강변1차e-편한세상)수영강변 1차 경로당",10명,070-5029-0817,35.1793191286872,129.117683498257
전라남도,고흥군,고흥군노인복지관[체험존],전라남도 고흥군 고흥읍 고흥로 1941 2층 강의실2,10명,1566-6105,34.6222109507101,127.29424334907
부산광역시,사하구,사하구청[체험존],부산광역시 사하구 낙동대로398번길 12 (당리동)사하구청 정보화교육장 내,10명,051-987-0201 ,35.1045019580248,128.974790181016
전라북도,진안군,진안군노인복지관[체험존],전라북도 진안군 진안읍 마이산로 76 2층,10명,1899-6222,35.7805980214404,127.418501083975
부산광역시,북구,만덕도서관,부산광역시 북구 은행나무로 26 (만덕동)만덕도서관,10명,051-987-0201 ,35.2072428156859,129.037797022285
서울특별시,금천구,독산2동주민센터,서울특별시 금천구 독산로 179 (독산동)1층,9명,1544-9782,37.4631474004015,126.9034824605
서울특별시,강서구,강서구립봉제산어르신복지센터,서울특별시 강서구 초록마을로15길 12 (화곡동)2층,10명,1544-9782,37.5415228150151,126.851407866411
인천광역시,서구,청라2동 행정복지센터 [체험존],인천광역시 서구 청라커낼로 269 (청라동)청라2동 행정복지센터 ( 2층 청라정보교육센터),10명,1644-5561,37.5326419425694,126.644148578721
경기도,의왕시,사랑채노인복지관[체험존],경기도 의왕시 복지로 109 (내손동)2층 SMART IT ROOM,10명,1600-6813,37.3875275741481,126.981610788774
경상북도,영덕군,영덕군 예주고을체험마을[체험존],경상북도 영덕군 영해면 예주8길 14-7 2층 정보화교육장 내,6명,054-841-2182,36.5390618634328,129.413477963954
경기도,부천시,소사노인복지관,경기도 부천시 경인옛로 73 (소사본동)소사어울마당 3층,10명,1600-6813,37.480046824707,126.799947687753
인천광역시,강화군,강화군청 [체험존],인천광역시 강화군 강화읍 강화대로 394 강화군청 정보화교육실 3층 안,10명,1644-5561,37.7461304676795,126.487735023805
대구광역시,서구,서구청[체험존],대구광역시 서구 국채보상로 257 (평리동)서구청 1층 민원실 내 우측끝,5명,053-214-1801,35.872322040814,128.559289304857
경기도,안산시,본오종합사회복지관,경기도 안산시 상록구 이호로 39 (본오동)본오종합사회복지관 2층,8명,1600-6813,37.2875083463296,126.861285818638
제주특별자치도,서귀포시,서귀포시장애인회관[체험존],제주특별자치도 서귀포시 칠십리로72번길 9 (서귀동)서귀포시장애인회관 2층 로비,20명,1899-8723,33.2397682881419,126.564558949286
대구광역시,수성구,지산녹색마을,대구광역시 수성구 지범로27길 13-5 (지산동)지산녹색교실 1층,10명,053-214-1801,35.8255626467441,128.63786307712
전라북도,임실군,임실군노인종합복지관[체험존],전라북도 임실군 임실읍 운수로 33-46 2층,10명,1899-6222,35.6146283709049,127.28571530327
대전광역시,서구,서구노인복지관,대전광역시 서구 남선로 66 (탄방동)서구노인복지관,10명,042-716-0198,36.3462303652179,127.397991198843
세종특별자치시,호려울로,보람동복합커뮤니티센터[체험존],세종특별자치시 호려울로 42 (보람동)4층 휴게실,5명,044-868-6024,36.4787746111383,127.290614050013
경기도,광명시,광명종합사회복지관[체험존],경기도 광명시 오리로 1018 (광명동)광명종합사회복지관 2층,10명,1600-6813,37.4809139155612,126.850473225657
경상북도,의성군,의성읍사무소 임시청사[체험존],경상북도 의성군 의성읍 홍술로 99 의성읍사무소 임시청사 3층 정보화교육장 내,6명,054-841-2182,36.3557783954379,128.690210259017
경기도,용인시,상현1동 행정복지센터[체험존],경기도 용인시 수지구 상현로 71 (상현동)2층 대강당,10명,1600-6813,37.3046273613935,127.081146733817
경기도,동두천시,동두천마을교육공동체[체험존],경기도 동두천시 동두천로 199 (생연동)건너편 주차장 안쪽 컨테이너 1층 로비,10명,1600-6813,37.8993098750729,127.055517971685
세종특별자치시,남세종로,호려울꿈자람터,"세종특별자치시 남세종로 384 (보람동, 호려울마을9단지)호려울꿈자람터",10명,044-868-6024,36.4802537194025,127.296895253387
충청남도,천안시,차암돌봄센터,"충청남도 천안시 서북구 스마일시티2로 1 (차암동, 효성해링턴플레이스 스마일시티)차암돌봄센터",20명,041-415-1097~8,36.8445897575772,127.107167288626
부산광역시,사상구,냉정마을 어울림센터,부산광역시 사상구 진사로36번길 46 (주례동)냉정어울림센터,10명,070-5029-0817,35.1471391371286,129.013999827718
전라남도,화순군,화순나드리복지관[체험존],전라남도 화순군 화순읍 학포로 2642 화순나드리복지관 1층 로비,10명,1566-6105,35.0460316967943,126.968103078784
전라남도,장성군,장성읍주민자치센터[체험존],전라남도 장성군 장성읍 영천로 211 장성읍주민자치센터 1층 회의실,10명,1566-6105,35.3031968394634,126.785249691359
부산광역시,사상구,부산도서관[체험존],부산광역시 사상구 사상로310번길 33 (덕포동)2층로비,10명,051-987-0201 ,35.1727231677342,128.985297783952
경기도,시흥시,쿠팡 시흥물류센터,경기도 시흥시 만해로 43 (정왕동)로지스코 시흥물류센터(10층 교육장_3센터),15명,1600-6813,37.3318032466528,126.747215524334
부산광역시,연제구,거제종합사회복지관,부산광역시 연제구 아시아드대로 46번길 45,24명,070-5029-0817,35.1884748990293,129.070700279315
부산광역시,사하구,사하구종합장애인복지관,부산광역시 사하구 사하로68번길 65 (구평동)사하구 장애인종합복지관,10명,070-5029-0817,35.0854390183849,128.992997416372
광주광역시,동구,광주광역시 빛고을50+센터[체험존],광주광역시 동구 남문로 692 (학동)1층,5명,062-224-0096,35.1324057596423,126.928868694548
