시도,구분,제목,장소,기간,가격,문의처
서울특별시,음악/콘서트,제7회 포아 피아노연구회 정기연주회,금호아트홀 연세,2022-11-14~2022-11-14,유료,카카오톡채널 PoAH 포아피아노연구회 / 인터파크 1544-1555
서울특별시,음악/콘서트,"음악으로 읽는 세계문학 시리즈 Ⅲ, 오텔로",세라믹팔레스홀,2022-11-14~2022-11-14,유료,공연예술창작소 예술은감자다 010-3367-1726
서울특별시,음악/콘서트,KCO와 랄프 고토니의 모차르트 교향곡 46 전곡 연주 시리즈 7,롯데콘서트홀,2022-11-14~2022-11-14,유료,"인아츠프로덕션 02-6954-7760, KCO 02-592-5728"
서울특별시,음악/콘서트,"코리안 영 아티스트 시리즈 Ⅱ, 김채원 피아노 리사이틀",명동성당,2022-11-14~2022-11-14,유료,목프로덕션 02-338-3816
서울특별시,음악/콘서트,김백영 클래식기타 독주회,예술의전당 인춘아트홀,2022-11-15~2022-11-15,유료,뮤직클레프 02-3297-3387
충청남도,음악/콘서트,제7회 챔버인상주의 정기연주회 [천안],천안시청 봉서홀,2022-11-15~2022-11-15,유료,챔버인상주의 010-6485-9747
서울특별시,음악/콘서트,제8회 앙상블 더 브릿지 정기연주회,금호아트홀 연세,2022-11-15~2022-11-15,유료,조인클래식 02-525-6162
서울특별시,음악/콘서트,이스트만 플레이어즈,영산아트홀,2022-11-15~2022-11-15,유료,예인예술기획 02-586-0945
대구광역시,음악/콘서트,소프라노 김상은 독창회 [대구],달서아트센터,2022-11-15~2022-11-15,유료,IL CLASSICO 010-2247-0246
서울특별시,음악/콘서트,바리톤 한경석 독창회,세종문화회관 체임버홀,2022-11-15~2022-11-15,유료,콘서트디자인 02-597-2004
충청남도,음악/콘서트,Rising Piano Festival IV [천안],천안예술의전당,2022-11-15~2022-11-15,유료,라온예술기획 041-577-1855
경기도,음악/콘서트,피아니스트 윤소영의 모차르트 피아노 소나타 전곡 시리즈 [수원],경기아트센터,2022-11-15~2022-11-15,유료,영음예술기획 02-581-5404
경상남도,음악/콘서트,제15회 이수인 가곡의 밤,3.15아트센터,2022-11-15~2022-11-15,유료,경남오페라단 055-266-5580
서울특별시,음악/콘서트,유지연 바이올린 독주회,롯데콘서트홀,2022-11-15~2022-11-15,유료,이든예술기획 02-6412-3053
서울특별시,음악/콘서트,이고르 레비트 피아노 리사이틀,예술의전당 콘서트홀,2022-11-15~2022-11-15,유료,02-599-5743
부산광역시,국악,"부산공연콘텐츠페스타, 현의 노래",부산문화회관 대극장,2022-11-15~2022-11-15,유료,부산문화회관 051-607-6000 (ARS 1번)
서울특별시,음악/콘서트,제58회 콰르텟21 정기연주회,예술의전당 IBK챔버홀,2022-11-15~2022-11-15,유료,예인예술기획 02-586-0945
경기도,음악/콘서트,남양주시립합창단 기획연주회: 칸티아모,다산아트홀,2022-11-15~2022-11-15,무료,남양주시 문화예술과 031-590-2475
대전광역시,음악/콘서트,"대전시립교향악단 챔버시리즈 4, 비바! 비올라",대전예술의전당,2022-11-15~2022-11-15,유료,대전시립교향악단 042-270-8382~8
울산광역시,음악/콘서트,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(울산)",울산북구문화예술회관,2022-11-15~2022-11-15,유료,070-8680-8477
경기도,기타,안산시립예술단과 함께하는 수수콘(수요일 수려한 콘서트),소극장 보노마루,2022-05-04~2022-11-16,유료,080-481-4000
서울특별시,기타,윤형주의 쎄시봉 콘서트,삼청각 일화당,2022-08-17~2022-11-16,유료,삼청각 02-765-3000
부산광역시,연극,"작은무대에 부는 바람, 아빠들의 소꿉놀이",공간소극장,2022-11-14~2022-11-16,유료,공간소극장 051-611-8518 / 010-3530-2690
서울특별시,무용/발레,"손경순의 춤, 무심청정: 새로운 여정의 시작",국립국악원 풍류사랑방,2022-11-15~2022-11-16,유료,010-4245-5843
경기도,연극,미치던 날 [의정부],의정부문화원,2022-11-15~2022-11-16,유료,학교에연극을심는사람들 010-2684-3766
서울특별시,음악/콘서트,소프라노 이영은 독창회 Autumn Moonlight,세종문화회관 체임버홀,2022-11-16~2022-11-16,유료,레인보우브릿지 02-6339-2040
부산광역시,국악,"수요공감, 채수정소리단의 진도씻김굿",국립부산국악원,2022-11-16~2022-11-16,유료,국립부산국악원 051-811-0114
서울특별시,음악/콘서트,황수진 귀국 타악기 독주회,예술의전당 리사이틀홀,2022-11-16~2022-11-16,유료,프로젝트무지카 02-6160-6380
서울특별시,무용/발레,"제43회 서울무용제, 명작무극장",아르코예술극장 대극장,2022-11-16~2022-11-16,유료,서울무용제 조직위원회 02-744-8066
서울특별시,음악/콘서트,트리오 루카 정기연주회,예술의전당 인춘아트홀,2022-11-16~2022-11-16,유료,영음예술기획 02-581-5404
인천광역시,음악/콘서트,제407회 인천시립교향악단 정기연주회,아트센터 인천,2022-11-16~2022-11-16,유료,인천시립교향악단 032-420-2781
부산광역시,음악/콘서트,"부산국제클래식음악제, BICmf챔버오케스트라",부산문화회관 중극장,2022-11-16~2022-11-16,유료,부산국제클래식음악제조직위원회 080-600-2030
경상남도,음악/콘서트,"아침애 음악회, 프랑스 몽마르트의 천재들 [거제]",거제문화예술회관,2022-11-16~2022-11-16,유료,거제시문화예술재단 055-680-1050~1
서울특별시,음악/콘서트,장애인식개선을 위한 하트 투 하트 콘서트,예술의전당 콘서트홀,2022-11-16~2022-11-16,유료,하트-하트재단 02-430-2000 (내선 7905)
부산광역시,뮤지컬/오페라,마술피리 [부산],영도문화예술회관,2022-11-16~2022-11-16,무료,영도문화예술회관 051-419-5571~4
충청남도,음악/콘서트,"살롱 드 공주, 순수를 연주하다",공주문예회관,2022-11-16~2022-11-16,유료,공주문예회관 041-852-0858
경상남도,음악/콘서트,클래식 영 아티스트 콘서트 [안동],안동문화예술의전당,2022-11-16~2022-11-16,무료,안동문화예술의전당 054-840-3600
인천광역시,국악,"커피콘서트 Ⅸ, 퓨전국악 콘서트: 경로이탈",인천문화예술회관,2022-11-16~2022-11-16,유료,인천문화예술회관 032-420-2737
경기도,음악/콘서트,"국립합창단, 모차르트 레퀴엠 [오산]",오산문화예술회관,2022-11-16~2022-11-16,유료,오산문화예술회관 031-379-9999
서울특별시,무용/발레,차이코프스키 발레환타지,반포심산아트홀,2022-11-16~2022-11-16,유료,서초문화재단 공연사업팀 02-3477-2805
서울특별시,음악/콘서트,"FAC 리사이틀 시리즈 Ⅷ, 마트베이 데민",예술의전당 IBK챔버홀,2022-11-16~2022-11-16,유료,플루트아트센터 02-2632-1909
서울특별시,음악/콘서트,KCO와 랄프 고토니의 모차르트 교향곡 46 전곡 연주 시리즈 8,롯데콘서트홀,2022-11-16~2022-11-16,유료,"InArts 02-6954-7760, KCO 02-592-5728"
대전광역시,음악/콘서트,"리사이틀 & 앙상블 시리즈 Ⅶ, 노부스 콰르텟 [대전]",대전예술의전당,2022-11-16~2022-11-16,유료,대전예술의전당 042-270-8333
대구광역시,음악/콘서트,"명연주시리즈, 이고르 레비트 피아노 리사이틀",대구콘서트하우스 그랜드홀,2022-11-16~2022-11-16,유료,대구콘서트하우스 053-250-1400 (ARS 1번)
부산광역시,음악/콘서트,"부산국제클래식음악제, Pre-Concert 대전환 그리고 포용: 챔버오케스트라",부산문화회관 중극장,2022-11-16~2022-11-16,유료,부산국제클래식음악제조직위원회 080-600-2030
서울특별시,음악/콘서트,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(서울 마포)",마포아트센터 아트홀맥,2022-11-16~2022-11-16,유료,070-8680-8477
서울특별시,국악,국립국악원 무용단 안무자 육성 기획공연 <심보심작 (尋寶心作)>,국립국악원 우면당,2022-11-10~2022-11-17,유료,02-580-3300
서울특별시,무용/발레,"안무자 육성 기획공연, 춤 심보심작(尋寶心作)",국립국악원 우면당,2022-11-10~2022-11-17,유료,국립국악원 02-580-3300
서울특별시,연극,휴먼코메디,나루아트센터,2022-11-10~2022-11-17,유료,광진문화재단 02-2049-4700
서울특별시,연극,"제22회 월드 2인극 페스티벌, 두 영웅: 주민센터에 간 도쿠가와 이에야스",시온아트홀,2022-11-15~2022-11-17,유료,2인극페스티벌 조직위원회 070-7776-6613
경상남도,연극,아버지와 살면 [구미],소극장 공터다,2022-11-15~2022-11-17,유료,공터다 054-444-0604
인천광역시,무용/발레,무버 MERRY GO ROUND [인천],트라이보울 공연장,2022-11-16~2022-11-17,유료,02-2633-2071
서울특별시,국악,"풍물명인전(風物名人傳), 내포 남사당 이광수",민속극장풍류,2022-11-17~2022-11-17,유료,민속극장 풍류 02-3011-2178
경상남도,음악/콘서트,제192회 포항시립교향악단 정기연주회,포항문화예술회관,2022-11-17~2022-11-17,유료,포항시 문화예술과 예술단운영팀 054-270-5482
서울특별시,음악/콘서트,마티네 콘서트: 권서경 & 강혜정 & 김현수,롯데콘서트홀,2022-11-17~2022-11-17,유료,비스카엔터테인먼트 070-7954-3329
경기도,음악/콘서트,소윤경 피아노 독주회,성남아트센터,2022-11-17~2022-11-17,유료,"성남아트센터 콜센터 1544-8117, 031-783-8000"
서울특별시,무용/발레,"제43회 서울무용제, 열정춤판",아르코예술극장 소극장,2022-11-17~2022-11-17,유료,서울무용제 조직위원회 02-744-8066
서울특별시,국악,풍물명인전,민속극장풍류,2022-11-17~2022-11-17,유료,(02) 566-6300
경기도,음악/콘서트,한국지역난방공사와 함께하는 2022 마티네 콘서트 - 11월,성남아트센터 콘서트홀,2022-11-17~2022-11-17,유료,1544-8117
서울특별시,음악/콘서트,강석원 귀국 클라리넷 독주회,예술의전당 리사이틀홀,2022-11-17~2022-11-17,유료,투픽스 02-441-5876
충청남도,뮤지컬/오페라,신 별주부전 [예산],충남도청 문예회관,2022-11-17~2022-11-17,유료,아산시교향악단 070-8817-9235
충청남도,음악/콘서트,제191회 공주시충남교향악단 정기연주회,공주문예회관,2022-11-17~2022-11-17,유료,공주문예회관 041-856-0778
서울특별시,음악/콘서트,"아름다운 목요일, NET; WORK: 문태국 Cello",금호아트홀 연세,2022-11-17~2022-11-17,유료,금호문화재단 02-6303-1977
경기도,음악/콘서트,"브런치클래식, 도나우강 뮤직 크루즈 Ⅵ: 도나우에서 흑해로",군포문화예술회관,2022-11-17~2022-11-17,유료,군포문화예술회관 031-390-3500~1
부산광역시,음악/콘서트,"부산국제클래식음악제, Pre-Concert 대전환 그리고 포용: 손민수독주회",부산문화회관 챔버홀,2022-11-17~2022-11-17,유료,부산국제클래식음악제조직위원회 080-600-2030
서울특별시,음악/콘서트,피아니스트 송영민과 함께 하는 한별콩쿠르 입상자 콘서트: 별의 시간,예술의전당 인춘아트홀,2022-11-17~2022-11-17,유료,인터파크 1544-1555
경상남도,국악,송소희x두번째달x오단해: 모던민요 [창녕],창녕문화예술회관,2022-11-17~2022-11-17,유료,창녕문화예술회관 055-530-1911
서울특별시,뮤지컬/오페라,예술의전당 후원회와 함께하는 예술의전당 콘서트 오페라 운명의 힘,예술의전당 콘서트홀,2022-11-17~2022-11-17,유료,예술의전당 02-580-1300
서울특별시,음악/콘서트,임재성 첼로 리사이틀,예술의전당 IBK챔버홀,2022-11-17~2022-11-17,유료,이든예술기획 02-6412-3053
부산광역시,음악/콘서트,"부산시립교향악단 기획음악회, BPO Odyssey: 경험이 가득한 긴 여정",부산문화회관 중극장,2022-11-17~2022-11-17,무료,부산문화회관 051-607-6000 (ARS 1번)
서울특별시,음악/콘서트,제47회 우리가곡연구회 정기연주회,세종문화회관 체임버홀,2022-11-17~2022-11-17,유료,유니코예술기획 02-532-4876
부산광역시,음악/콘서트,"2022 카즈미 타테이시 트리오 내한 공연-지브리, 재즈를 만나다(부산)",영화의 전당 하늘연극장,2022-11-17~2022-11-17,유료,070-8680-8477
전라북도,연극,여보 나도 할말 있어 [정읍],연지아트홀,2022-11-17~2022-11-18,유료,연지아트홀 063-539-7871~5
서울특별시,음악/콘서트,서울시향 프랑수와 프레데리크 기의 베토벤 황제,롯데콘서트홀,2022-11-17~2022-11-18,유료,서울시립교향악단 1588-1210
서울특별시,음악/콘서트,프랑수아 프레데리크 기의 베토벤 '황제’,롯데콘서트홀,2022-11-17~2022-11-18,유료,1588-1210
서울특별시,음악/콘서트,국립합창단 <신진지휘자 초청연주회>,예술의전당 IBK챔버홀,2022-11-18~2022-11-18,유료,02-587-8111
대전광역시,음악/콘서트,대전시립합창단 가곡의 향기,대전예술의전당,2022-11-18~2022-11-18,유료,대전시립합창단 042-270-8363~5
인천광역시,음악/콘서트,정진우 바이올린 독주회,엘림아트센터,2022-11-18~2022-11-18,유료,투픽스 02-441-5876
서울특별시,음악/콘서트,제4회 예풀뮤직 정기연주회,광림아트센터 장천홀,2022-11-18~2022-11-18,유료,MYART컴퍼니 02-2612-4123
경상남도,연극,골든타임 [밀양],밀양아리랑아트센터,2022-11-18~2022-11-18,유료,밀양문화관광재단 055-359-4500
서울특별시,기타,Scene＃,웨스트브릿지,2022-11-18~2022-11-18,유료,문화상인 보부 02-583-9979
서울특별시,음악/콘서트,이종은 귀국 피아노 독주회,예술의전당 리사이틀홀,2022-11-18~2022-11-18,유료,예인예술기획 02-586-0945
서울특별시,음악/콘서트,"구로 클래식 페스타, 에스제이오케스트라",구로아트밸리예술극장,2022-11-18~2022-11-18,유료,"구로문화재단 02-2029-1725, 1700"
광주광역시,뮤지컬/오페라,명랑시장 [광주],광주북구문화센터,2022-11-18~2022-11-18,유료,광주북구문화센터 062-410-8367
강원도,음악/콘서트,제129회 강릉시립교향악단 정기연주회,강릉아트센터 사임당홀,2022-11-18~2022-11-18,유료,강릉시립예술단 033-642-0363
대구광역시,뮤지컬/오페라,프랭크 와일드혼의 뮤지컬콘서트: ONLY LOVE [대구],대구 계명아트센터,2022-11-18~2022-11-18,유료,트리니티이앤엠 02-7936-333
충청남도,국악,전통창작음악집단 4인놀이 콘서트: Interplay [천안],천안예술의전당,2022-11-18~2022-11-18,유료,천안예술의전당 1566-0155
경기도,무용/발레,"국립무용단, 새날 [평택]",평택남부문예회관 대공연장,2022-11-18~2022-11-18,유료,평택시문화재단 031-8053-3532
서울특별시,무용/발레,제12회 국립전통예술고등학교 무용과 발표회,국립국악원 예악당,2022-11-18~2022-11-18,무료,국립전통예술고등학교 02-6488-3533
대구광역시,음악/콘서트,제489회 대구시립교향악단 정기연주회,대구콘서트하우스 그랜드홀,2022-11-18~2022-11-18,유료,대구시립교향악단 053-250-1475
서울특별시,국악,작곡동인 원시인X아쟁앙상블 Bow+ing: 오늘의 음악,서울돈화문국악당,2022-11-18~2022-11-18,유료,서울돈화문국악당 02-3210-7001
서울특별시,음악/콘서트,국립합창단 신진지휘자 초청연주회,예술의전당 IBK챔버홀,2022-11-18~2022-11-18,유료,국립합창단 02-587-8111
경기도,무용/발레,물속 골리앗 [남양주],다산아트홀,2022-11-18~2022-11-18,유료,"다산아트홀 031-590-4358, 4361"
